ID;Family Name;Given Name;Name;Team;Region;ID2;Birthday;Popularity;Potential;Price;Type;Size;Weight;X;FLAT;MOUNTAIN;DOWNHILL;COBBLES;TT;PROLOGUE;SPRINT;ACCELERATION;ENDURANCE;RESISTANCE;RECUP;HILL;ATTACK;VAR1;VAR2;VAR3;VAR4;VAR5;VAR6;VAR7;VAR8;VAR9;VAR10;VAR11;VAR12;VAR13;VAR14;VAR15;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR26;VAR27;VAR28;VAR29;VAR30;VAR31;VAR32;VAR33;VAR34;VAR35;VAR36;VAR37;VAR38;VAR39;VAR40;VAR41
12432;Chren;Martin;Chren M.;Dukla Banska Bystrica;SVK;mchren;8/05/1999;0;3;FREE;0;0;0;ONWAAR;60;51;60;56;57;58;56;57;58;57;57;55;58;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12433;Desriac;Loïc;Desriac L.;-;Ile-de-France;ldesriac;21/07/1989;0;1;FREE;0;0;0;ONWAAR;65;64;63;55;58;58;63;65;61;62;65;65;66;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12434;Maulana;Kevin Dani;Maulana K.D.;-;IDN;kdmaulana;28/06/2000;0;1;FREE;0;0;0;ONWAAR;56;53;55;53;54;56;54;55;54;55;53;54;58;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12435;Riyadi;Elan;Riyadi E.;-;IDN;eriyadi;24/03/1989;0;1;FREE;0;0;0;ONWAAR;61;54;57;54;56;56;53;55;57;57;56;59;61;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12437;Kurniawan;Maulana Fahrizal;Kurniawan M.F.;-;IDN;mfkurniawan;22/05/1998;0;1;FREE;0;0;0;ONWAAR;57;54;54;52;51;52;53;52;53;54;53;55;57;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12438;Sansoko;Reno Yudho;Sansoko R.Y.;-;IDN;rysansoko;25/08/1985;0;1;FREE;0;0;0;ONWAAR;62;52;56;54;52;52;65;65;58;61;57;54;57;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12439;Adrianto;Erik;Adrianto E.;-;IDN;eadrianto;11/05/1995;0;1;FREE;0;0;0;ONWAAR;57;51;54;54;51;51;54;54;55;55;53;53;56;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12440;Arif Prayogo;Dealton Nur;Arif Prayogo D.N.;-;IDN;dnarifprayogo;27/11/1992;0;1;FREE;0;0;0;ONWAAR;60;53;55;53;60;60;54;55;55;56;54;55;61;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12441;Müller;Robert;Müller Ro.;-;Rheinland-Pfalz;rmüller;8/08/1986;0;2;FREE;0;0;0;ONWAAR;65;62;60;58;57;57;60;62;59;61;59;63;68;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12442;Suryadi;Dadi;Suryadi D.;-;IDN;dsuryadi;25/12/1989;0;1;FREE;0;0;0;ONWAAR;58;60;56;52;51;52;52;57;54;56;55;60;59;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12443;Warseno;Warseno;Warseno W.;-;IDN;wwarseno;27/09/1986;0;1;FREE;0;0;0;ONWAAR;60;59;57;54;52;52;59;61;56;58;57;60;62;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12444;Fitrianto;Woro;Fitrianto W.;-;IDN;wfitrianto;24/03/1993;0;1;FREE;0;0;0;ONWAAR;54;58;56;52;51;51;52;56;55;56;56;58;59;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12445;Fitrianto;Hari;Fitrianto H.;-;IDN;hfitrianto;12/05/1985;0;1;FREE;0;0;0;ONWAAR;55;58;55;52;50;51;51;55;54;56;55;57;59;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12446;Kurniawan;Kurniawan;Kurniawan K.;-;IDN;kkurniawan;16/09/1981;0;1;FREE;0;0;0;ONWAAR;59;58;53;53;51;51;55;58;56;58;57;61;59;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12447;Aldama;Erlangga Adam;Aldama E.A.;-;IDN;eaaldama;26/09/1999;0;1;FREE;0;0;0;ONWAAR;58;52;55;53;51;50;59;60;55;56;54;54;58;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12450;Febri;Dwi Saputro Dimas;Febri D.S.D.;-;IDN;dsdfebri;2/02/1996;0;1;FREE;0;0;0;ONWAAR;55;53;53;52;51;51;53;55;54;53;52;54;57;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12451;Wijaya;Fajar;Wijaya F.;-;IDN;fwijaya;17/01/1998;0;1;FREE;0;0;0;ONWAAR;57;52;54;53;50;51;55;57;53;54;52;54;55;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12452;Irawan;Jefri;Irawan J.;-;IDN;jirawan;26/01/1994;0;1;FREE;0;0;0;ONWAAR;57;56;54;54;51;51;53;54;54;55;53;56;59;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12453;Fachri Naufal Barokah;Muhammad;Fachri Naufal Barokah M.;-;IDN;mfnbarokah;23/03/1998;0;2;FREE;0;0;0;ONWAAR;56;56;53;53;51;51;55;57;54;55;53;56;58;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12454;Setra;Qaris Maxu Irwandi;Setra Q.M.I.;-;IDN;qmisetra;10/09/2000;0;2;FREE;0;0;0;ONWAAR;58;54;55;54;54;54;56;54;55;56;53;55;58;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12455;Oetomo;Yosandy Darmawan;Oetomo Y.D.;-;IDN;ydoetomo;26/04/2000;0;2;FREE;0;0;0;ONWAAR;59;51;56;53;51;51;61;63;56;58;54;54;57;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12457;Zhao;Rongjing;Zhao R.;-;CHI;rzhao;22/07/1998;0;1;FREE;0;0;0;ONWAAR;54;54;55;54;52;50;52;54;50;54;53;52;56;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12458;Zhi;Tianxiang;Zhi T.;Giant Cycling Team;CHI;tzhi;15/02/1999;0;1;FREE;0;0;0;ONWAAR;51;56;54;59;51;53;55;55;55;51;55;51;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12459;Chen;Baolong;Chen B.;-;CHI;bchen;31/12/2001;0;1;FREE;0;0;0;ONWAAR;55;53;56;53;54;50;55;53;58;55;52;51;53;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12466;Sato;Hiroshi;Sato H.;Shimano Racing Team;JPN;hsato;9/12/1999;0;1;FREE;0;0;0;ONWAAR;56;54;55;52;53;58;57;53;52;50;59;50;50;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12467;Sato;Takashi;Sato T.;Nasu Blasen;JPN;tsato;9/12/1999;0;1;FREE;0;0;0;ONWAAR;57;52;55;59;53;50;56;54;50;50;55;54;57;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12468;Shinpo;Masatoshi;Shinpo M.;-;JPN;mshinpo;3/10/1997;0;1;FREE;0;0;0;ONWAAR;56;55;52;58;55;54;55;54;53;51;53;51;57;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12469;Tani;Junsei;Tani J.;Nasu Blasen;JPN;jtani;4/08/1994;0;1;FREE;0;0;0;ONWAAR;64;64;60;54;52;56;60;61;52;62;57;64;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12470;Takemura;Taku;Takemura T.;Nasu Blasen;JPN;ttakemura;28/09/1997;0;1;FREE;0;0;0;ONWAAR;54;53;56;55;52;53;55;54;51;53;53;50;57;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12471;Gouveia;Rafael;Gouveia R.;-;Lisboa;rgouveia;20/09/2001;0;1;FREE;0;0;0;ONWAAR;61;59;58;57;61;61;54;60;57;59;58;61;65;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12472;Macedo;João;Macedo J.;L.A. Aluminios / L.A. Sport;Centro;jmacedo;27/09/2001;0;2;FREE;0;179;66;ONWAAR;60;63;63;56;58;60;56;62;59;61;62;62;63;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12473;Salgueiro;Carlos;Salgueiro C.;Atum General / Tavira / AP Maria Nova Hotel;Lisboa;csalgueiro;9/06/1999;0;2;FREE;0;0;0;ONWAAR;65;64;65;60;60;62;65;68;62;63;60;64;68;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12474;Huys;Branko;Huys B.;Lotto Soudal U23;Vlaanderen;bhuys;10/01/2001;0;5;FREE;0;192;71;ONWAAR;62;52;53;57;64;63;54;57;60;56;55;55;53;74;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12475;Jabczynski;Luca Janis;Jabczynski L.J.;-;Berlin;ljjabczynski;28/10/2001;0;1;FREE;0;0;0;ONWAAR;57;51;50;57;51;57;59;58;55;53;56;50;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12476;Messerschmidt;Jonas Fabian;Messerschmidt J.F.;Team Dauner - Akkon;Nordrhein-Westfalen;jfmesserschmidt;10/02/2001;0;1;FREE;0;0;0;ONWAAR;55;55;58;56;59;53;54;55;57;56;54;58;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12477;Plambeck;Moritz;Plambeck M.;-;Rheinland-Pfalz;mplambeck;18/11/2001;0;1;FREE;0;0;0;ONWAAR;56;54;57;53;54;56;55;55;55;55;54;51;53;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12479;Jägeler;Robert;Jägeler R.;-;Thuringen;rjageler;18/04/1996;0;2;FREE;0;177;71;ONWAAR;64;52;60;51;52;54;68;67;58;62;55;62;62;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12482;Wolfenbuttel;Nils;Wolfenbuttel N.;VolkerWessels Cycling Team;Drenthe;nwolfenbuttel;26/05/1996;0;2;FREE;0;194;79;ONWAAR;65;52;63;63;52;50;53;58;56;62;53;60;59;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12483;Kim;Daewon;Kim Da.;KSPO Professional;KOR;dakim;11/05/2001;0;1;FREE;0;0;0;ONWAAR;59;51;55;51;52;54;55;56;58;56;53;51;53;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12485;Park;Sungmok;Park Sungmo.;-;KOR;sungmopark;25/08/1998;0;1;FREE;0;0;0;ONWAAR;59;53;50;54;50;55;56;58;56;54;55;51;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12486;Shin;Seunghwan;Shin S.;-;KOR;sshin;21/07/2001;0;1;FREE;0;0;0;ONWAAR;56;50;54;55;55;51;55;58;59;54;50;50;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12487;Choi;Geunmuk;Choi G.;-;KOR;gchoi;21/04/2000;0;1;FREE;0;0;0;ONWAAR;54;50;54;54;54;50;56;55;51;54;54;51;56;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12490;Lee;Sihoon;Lee S.;LX Cycling Team;KOR;slee;14/02/2001;0;1;FREE;0;0;0;ONWAAR;55;53;55;56;56;55;55;53;56;59;55;53;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12491;Park;Seongjoon;Park Se.;-;KOR;separk;12/12/2000;0;1;FREE;0;0;0;ONWAAR;55;56;56;56;52;50;53;54;56;50;54;53;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12492;Kyui;Hyukjin;Kyui H.;-;KOR;hkyui;28/07/1997;0;1;FREE;0;0;0;ONWAAR;56;52;56;55;58;50;53;50;57;58;54;52;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12493;Lee;Jeonghoon;Lee Jeo.;-;KOR;jeolee;3/01/2001;0;1;FREE;0;0;0;ONWAAR;52;57;54;58;50;50;53;55;54;53;55;54;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12494;Park;Gyeongmin;Park G.;Uijeongbu Cycling Team;KOR;gpark;15/06/2000;0;1;FREE;0;0;0;ONWAAR;50;56;54;55;50;55;55;53;55;51;52;53;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12496;Park;Young-kyun;Park Y.k.;Seoul Cycling Team;KOR;ykpark;15/02/2001;0;1;FREE;0;0;0;ONWAAR;56;54;57;59;52;53;52;53;57;57;56;53;53;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12497;Kwak;Uicheol;Kwak U.;-;KOR;ukwak;10/05/2001;0;1;FREE;0;0;0;ONWAAR;50;59;56;55;50;57;56;51;51;50;54;59;50;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12498;Lee;Ho;Lee H.;-;KOR;hlee;19/04/2001;0;1;FREE;0;0;0;ONWAAR;53;51;58;54;52;52;53;55;54;57;53;54;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12499;So;Insu;So I.;-;KOR;iso;10/08/1998;0;1;FREE;0;0;0;ONWAAR;56;54;54;55;55;57;57;53;50;55;59;52;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12500;Gratzer;Alexander;Gratzer A.;WSA KTM Graz p/b Leomo;AUT;agratzer;28/02/2000;0;2;FREE;0;178;67;ONWAAR;59;54;60;52;55;60;62;62;58;60;56;57;58;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12501;Kabas;Maximilian;Kabas M.;WSA KTM Graz p/b Leomo;AUT;mkabas;2/08/2001;0;3;FREE;0;178;60;ONWAAR;61;61;60;56;60;60;56;57;60;61;57;60;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12502;Köck;Daniel;Köck D.;-;AUT;dkock;7/12/1999;0;1;FREE;0;179;68;ONWAAR;51;57;54;57;52;53;54;55;56;54;52;52;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12503;Maier;Florian;Maier F.;-;AUT;fmaier;10/03/2000;0;1;FREE;0;178;67;ONWAAR;55;51;50;51;54;55;56;56;58;57;50;53;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12504;Messner;Martin;Messner M.;WSA KTM Graz p/b Leomo;AUT;mmessner;9/01/2000;0;4;FREE;0;171;50;ONWAAR;65;68;67;56;57;56;57;63;63;65;66;65;62;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12505;Schmidbauer;Maximilian;Schmidbauer M.;WSA KTM Graz p/b Leomo;AUT;mschmidbauer;23/12/2001;0;3;FREE;0;197;80;ONWAAR;65;57;59;55;59;59;60;62;61;62;58;57;60;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12506;Fernandez;Hernán Raúl Andres;Fernandez H.R.A.;Equipo Continental San Luis;ARG;hrfernandez;16/01/2000;0;1;FREE;0;0;0;ONWAAR;58;60;60;54;56;57;54;59;58;57;60;59;58;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12507;Lucero;Alfredo;Lucero A.;-;ARG;alucero;8/02/1979;0;1;FREE;0;0;0;ONWAAR;58;61;58;53;55;55;56;58;57;57;55;57;56;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12508;Morales;Joel;Morales Jo.;-;ARG;jomorales;11/04/2001;0;1;FREE;0;0;0;ONWAAR;54;53;54;52;53;52;53;54;54;55;53;51;53;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12509;Sagüez;Facundo;Sagüez F.;Equipo Continental San Luis;ARG;fsaguez;5/05/2001;0;1;FREE;0;0;0;ONWAAR;54;51;52;53;53;53;54;55;54;54;53;52;55;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12510;Soto;Catriel Andres;Soto C.A.;-;ARG;casoto;29/04/1987;0;1;FREE;0;0;0;ONWAAR;52;56;55;55;52;52;55;54;56;54;55;52;53;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12512;Vázquez;Nicolás;Vázquez N.;Equipo Continental San Luis;ARG;nvazquez;26/01/2001;0;1;FREE;0;0;0;ONWAAR;55;52;59;55;53;50;55;53;56;57;56;53;50;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12513;Sosa;Facundo Agustin;Sosa F.A.;-;ARG;fasosa;19/05/1999;0;2;FREE;0;0;0;ONWAAR;57;57;56;53;59;60;56;56;55;56;58;57;59;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12514;Quilci;Alejandro;Quilci A.;Agrupacion Virgen de Fatima - San Juan Biker Motos;ARG;aquilci;12/07/1987;0;1;FREE;0;0;0;ONWAAR;50;59;59;57;51;56;56;50;51;53;55;59;51;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12515;Tivani;Emanuel Diego;Tivani E.D.;-;ARG;edtivani;15/03/1992;0;1;FREE;0;0;0;ONWAAR;50;56;55;55;50;53;54;54;54;50;54;55;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12516;Durán;Alejandro;Durán A.;Chimbas Te Quiero;ARG;aduran;23/03/1991;0;1;FREE;0;0;0;ONWAAR;57;53;55;51;52;51;53;55;51;54;55;51;57;0;0;ONWAAR;ONWAAR;0;0;1;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12517;Lisa;Matias Alberto;Lisa M.A.;Sindicato Empleados Públicos of San Juan;ARG;malisa;25/08/1990;0;1;FREE;0;0;0;ONWAAR;54;53;54;54;51;51;53;50;51;50;54;55;56;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12518;Maggiora;Matias David;Maggiora M.D.;-;ARG;mdmaggiora;19/01/1993;0;1;FREE;0;0;0;ONWAAR;51;59;59;58;51;56;54;52;53;50;53;56;53;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
